CeremonyID,AwardCategory,AwardWinner,Film,FilmID,Person,PersonID,AwardType
030-1957,Best Actor in a Supporting Role,NA,The Bridge on the River Kwai,tt0050212,Sessue Hayakawa,nm0370564,Performance
030-1957,Best Cinematography,Winner,The Bridge on the River Kwai,tt0050212,Jack Hildyard,nm0005742,Visual Style
030-1957,Best Cinematography,NA,An Affair to Remember,tt0050105,Milton R. Krasner,nm0005762,Visual Style
030-1957,Best Cinematography,NA,Funny Face,tt0050419,Ray June,nm0432482,Visual Style
030-1957,Best Cinematography,NA,Peyton Place,tt0050839,William C. Mellor,nm0005794,Visual Style
030-1957,Best Cinematography,NA,Sayonara,tt0050933,Ellsworth Fredericks,nm0005712,Visual Style
030-1957,Best Art Direction-Set Decoration,Winner,Sayonara,tt0050933,Robert Priestley,nm0697369,Visual Style
030-1957,Best Art Direction-Set Decoration,Winner,Sayonara,tt0050933,Ted Haworth,nm0370385,Visual Style
030-1957,Best Art Direction-Set Decoration,NA,Funny Face,tt0050419,George W. Davis,nm0204649,Visual Style
030-1957,Best Art Direction-Set Decoration,NA,Funny Face,tt0050419,Hal Pereira,nm0673134,Visual Style
030-1957,Best Art Direction-Set Decoration,NA,Funny Face,tt0050419,Ray Moyer,nm0610455,Visual Style
030-1957,Best Art Direction-Set Decoration,NA,Funny Face,tt0050419,Sam Comer,nm0173754,Visual Style
030-1957,Best Art Direction-Set Decoration,NA,Les Girls,tt0050631,Edwin B. Willis,nm0932320,Visual Style
030-1957,Best Art Direction-Set Decoration,NA,Les Girls,tt0050631,Gene Allen,nm0020537,Visual Style
030-1957,Best Art Direction-Set Decoration,NA,Les Girls,tt0050631,Richard Pefferle,nm0670385,Visual Style
030-1957,Best Art Direction-Set Decoration,NA,Les Girls,tt0050631,William A. Horning,nm0395178,Visual Style
030-1957,Best Art Direction-Set Decoration,NA,Pal Joey,tt0050815,Louis Diage,nm0224448,Visual Style
030-1957,Best Art Direction-Set Decoration,NA,Pal Joey,tt0050815,Walter Holscher,nm0392269,Visual Style
030-1957,Best Art Direction-Set Decoration,NA,Pal Joey,tt0050815,William Kiernan,nm0452599,Visual Style
030-1957,Best Art Direction-Set Decoration,NA,Raintree County,tt0050882,Edwin B. Willis,nm0932320,Visual Style
030-1957,Best Art Direction-Set Decoration,NA,Raintree County,tt0050882,Hugh Hunt,nm0402474,Visual Style
030-1957,Best Art Direction-Set Decoration,NA,Raintree County,tt0050882,Urie McCleary,nm0565720,Visual Style
030-1957,Best Art Direction-Set Decoration,NA,Raintree County,tt0050882,William A. Horning,nm0395178,Visual Style
030-1957,Best Costume Design,Winner,Les Girls,tt0050631,Orry-Kelly,nm0650673,Visual Style
030-1957,Best Costume Design,NA,An Affair to Remember,tt0050105,Charles Le Maire,nm0494406,Visual Style
030-1957,Best Costume Design,NA,Funny Face,tt0050419,Edith Head,nm0372128,Visual Style
030-1957,Best Costume Design,NA,Funny Face,tt0050419,Hubert de Givenchy,nm0321436,Visual Style
030-1957,Best Costume Design,NA,Pal Joey,tt0050815,Jean Louis,nm0521872,Visual Style
030-1957,Best Costume Design,NA,Raintree County,tt0050882,Walter Plunkett,nm0687703,Visual Style
030-1957,"Best Music, Scoring",Winner,The Bridge on the River Kwai,tt0050212,Malcolm Arnold,nm0002185,Music
030-1957,"Best Music, Scoring",NA,An Affair to Remember,tt0050105,Hugo Friedhofer,nm0006087,Music
030-1957,"Best Music, Scoring",NA,Boy on a Dolphin,tt0050208,Hugo Friedhofer,nm0006087,Music
030-1957,"Best Music, Scoring",NA,Perri,tt0050837,Paul J. Smith,nm1345229,Music
030-1957,"Best Music, Scoring",NA,Raintree County,tt0050882,Johnny Green,nm0338004,Music
030-1957,"Best Music, Original Song",Winner,The Joker Is Wild,tt0050569,Jimmy Van Heusen,nm0006329,Music
030-1957,"Best Music, Original Song",Winner,The Joker Is Wild,tt0050569,Sammy Cahn,nm0005991,Music
030-1957,"Best Music, Original Song",NA,An Affair to Remember,tt0050105,Harold Adamson,nm0011488,Music
030-1957,"Best Music, Original Song",NA,An Affair to Remember,tt0050105,Harry Warren,nm0912851,Music
030-1957,"Best Music, Original Song",NA,An Affair to Remember,tt0050105,Leo McCarey,nm0564970,Music
030-1957,"Best Music, Original Song",NA,April Love,tt0050135,Paul Francis Webster,nm0916990,Music
030-1957,"Best Music, Original Song",NA,April Love,tt0050135,Sammy Fain,nm0006066,Music
030-1957,"Best Music, Original Song",NA,Tammy and the Bachelor,tt0051051,Jay Livingston,nm0515254,Music
030-1957,"Best Music, Original Song",NA,Tammy and the Bachelor,tt0051051,Ray Evans,nm0263143,Music
030-1957,"Best Music, Original Song",NA,Wild Is the Wind,tt0051193,Dimitri Tiomkin,nm0006323,Music
030-1957,"Best Music, Original Song",NA,Wild Is the Wind,tt0051193,Ned Washington,nm0913513,Music
030-1957,"Best Sound, Recording",Winner,Sayonara,tt0050933,George Groves,nm0344060,Effects
030-1957,"Best Sound, Recording",NA,Gunfight at the O.K. Corral,tt0050468,George Dutton,nm0244931,Effects
030-1957,"Best Sound, Recording",NA,Les Girls,tt0050631,Wesley C. Miller,nm0589506,Effects
030-1957,"Best Sound, Recording",NA,Pal Joey,tt0050815,John P. Livadary,nm0515093,Effects
030-1957,"Best Sound, Recording",NA,Witness for the Prosecution,tt0051201,Gordon Sawyer,nm0768167,Effects
030-1957,Best Film Editing,Winner,The Bridge on the River Kwai,tt0050212,Peter Taylor,nm0852999,Effects
030-1957,Best Film Editing,NA,Gunfight at the O.K. Corral,tt0050468,Warren Low,nm0522848,Effects
030-1957,Best Film Editing,NA,Pal Joey,tt0050815,Jerome Thoms,nm0860870,Effects
030-1957,Best Film Editing,NA,Pal Joey,tt0050815,Viola Lawrence,nm0493072,Effects
030-1957,Best Film Editing,NA,Sayonara,tt0050933,Arthur P. Schmidt,nm0772834,Effects
030-1957,Best Film Editing,NA,Sayonara,tt0050933,Philip W. Anderson,nm0027294,Effects
030-1957,Best Film Editing,NA,Witness for the Prosecution,tt0051201,Daniel Mandell,nm0541721,Effects
030-1957,"Best Effects, Special Effects",Winner,The Enemy Below,tt0050356,Walter Rossi,nm0744346,Effects
030-1957,"Best Effects, Special Effects",NA,The Spirit of St. Louis,tt0051003,Louis Lichtenfield,nm0509020,Effects
030-1957,"Best Short Subject, Live Action Subjects",Winner,The Wetback Hound,tt0051187,Larry Lansburgh,nm0487047,Short
030-1957,"Best Short Subject, Live Action Subjects",NA,A Chairy Tale,tt0050534,Norman McLaren,nm0572235,Short
030-1957,"Best Short Subject, Live Action Subjects",NA,City of Gold,tt0050255,Tom Daly,nm0198514,Short
030-1957,"Best Short Subject, Live Action Subjects",NA,Foothold on Antarctica,tt0050403,James Carr,nm0139729,Short
030-1957,"Best Short Subject, Live Action Subjects",NA,Portugal,tt0050851,Ben Sharpsteen,nm0789313,Short
030-1957,"Best Short Subject, Cartoons",Winner,Birds Anonymous,tt0050194,Edward Selzer,nm0783666,Short
030-1957,"Best Short Subject, Cartoons",NA,One Droopy Knight,tt0050802,Joseph Barbera,nm0053484,Short
030-1957,"Best Short Subject, Cartoons",NA,One Droopy Knight,tt0050802,William Hanna,nm0360253,Short
030-1957,"Best Short Subject, Cartoons",NA,Tabasco Road,tt0051044,Edward Selzer,nm0783666,Short
030-1957,"Best Short Subject, Cartoons",NA,The Truth About Mother Goose,tt0051115,Walt Disney,nm0000370,Short
030-1957,"Best Short Subject, Cartoons",NA,Trees and Jamaica Daddy,tt0051108,Stephen Bosustow,nm0098322,Short
031-1958,Best Picture,Winner,Gigi,tt0051658,Arthur Freed,nm0006085,Picture
031-1958,Best Picture,NA,Auntie Mame,tt0051383,Jack L. Warner,nm0912491,Picture
031-1958,Best Picture,NA,Cat on a Hot Tin Roof,tt0051459,Lawrence Weingarten,nm0918318,Picture
031-1958,Best Picture,NA,Separate Tables,tt0052182,Harold Hecht,nm0372959,Picture
031-1958,Best Picture,NA,The Defiant Ones,tt0051525,Stanley Kramer,nm0006452,Picture
031-1958,Best Foreign Language Film,Winner,My Uncle,tt0050706,NA,NA,International
031-1958,Best Foreign Language Film,NA,Arms and the Man,tt0051712,NA,NA,International
031-1958,Best Foreign Language Film,NA,Big Deal on Madonna Street,tt0052216,NA,NA,International
031-1958,Best Foreign Language Film,NA,The Year Long Road,tt0052250,NA,NA,International
031-1958,Best Foreign Language Film,NA,Vengeance,tt0051155,NA,NA,International
031-1958,"Best Documentary, Features",Winner,White Wilderness,tt0052389,Ben Sharpsteen,nm0789313,Documentary
031-1958,"Best Documentary, Features",NA,Antarctic Crossing,tt0051366,James Carr,nm0139729,Documentary
031-1958,"Best Documentary, Features",NA,Psychiatric Nursing,tt0052098,Nathan Zucker,nm0958392,Documentary
031-1958,"Best Documentary, Features",NA,The Hidden World,tt0051719,Robert Snyder,nm0162414,Documentary
031-1958,Best Director,Winner,Gigi,tt0051658,Vincente Minnelli,nm0591486,Director
031-1958,Best Director,NA,Cat on a Hot Tin Roof,tt0051459,Richard Brooks,nm0112218,Director
031-1958,Best Director,NA,I Want to Live!,tt0051758,Robert Wise,nm0936404,Director
031-1958,Best Director,NA,The Defiant Ones,tt0051525,Stanley Kramer,nm0006452,Director
031-1958,Best Director,NA,The Inn of the Sixth Happiness,tt0051776,Mark Robson,nm0733476,Director
031-1958,"Best Writing, Story and Screenplay - Written Directly for the Screen",Winner,The Defiant Ones,tt0051525,Harold Jacob Smith,nm0808414,Writing
031-1958,"Best Writing, Story and Screenplay - Written Directly for the Screen",Winner,The Defiant Ones,tt0051525,Nedrick Young,nm0949917,Writing
031-1958,"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,Houseboat,tt0051745,Jack Rose,nm0741439,Writing
031-1958,"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,Houseboat,tt0051745,Melville Shavelson,nm0789520,Writing
031-1958,"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,Teacher's Pet,tt0052278,Fay Kanin,nm0437716,Writing
031-1958,"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,Teacher's Pet,tt0052278,Michael Kanin,nm0437720,Writing
031-1958,"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,The Goddess,tt0051667,Paddy Chayefsky,nm0154665,Writing
031-1958,"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,The Sheepman,tt0052190,James Edward Grant,nm0335455,Writing
031-1958,"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,The Sheepman,tt0052190,William Bowers,nm0101115,Writing
031-1958,"Best Writing, Screenplay Based on Material from Another Medium",Winner,Gigi,tt0051658,Alan Jay Lerner,nm0503585,Writing
031-1958,"Best Writing, Screenplay Based on Material from Another Medium",NA,Cat on a Hot Tin Roof,tt0051459,James Poe,nm0688117,Writing
031-1958,"Best Writing, Screenplay Based on Material from Another Medium",NA,Cat on a Hot Tin Roof,tt0051459,Richard Brooks,nm0112218,Writing
031-1958,"Best Writing, Screenplay Based on Material from Another Medium",NA,I Want to Live!,tt0051758,Don Mankiewicz,nm0542531,Writing
031-1958,"Best Writing, Screenplay Based on Material from Another Medium",NA,I Want to Live!,tt0051758,Nelson Gidding,nm0317254,Writing
031-1958,"Best Writing, Screenplay Based on Material from Another Medium",NA,Separate Tables,tt0052182,John Gay,nm0310775,Writing
031-1958,"Best Writing, Screenplay Based on Material from Another Medium",NA,Separate Tables,tt0052182,Terence Rattigan,nm0711905,Writing
031-1958,"Best Writing, Screenplay Based on Material from Another Medium",NA,The Horse's Mouth,tt0051739,Alec Guinness,nm0000027,Writing
031-1958,Best Actress in a Leading Role,Winner,I Want to Live!,tt0051758,Susan Hayward,nm0001333,Performance
031-1958,Best Actress in a Leading Role,NA,Auntie Mame,tt0051383,Rosalind Russell,nm0751426,Performance
031-1958,Best Actress in a Leading Role,NA,Cat on a Hot Tin Roof,tt0051459,Elizabeth Taylor,nm0000072,Performance
031-1958,Best Actress in a Leading Role,NA,Separate Tables,tt0052182,Deborah Kerr,nm0000039,Performance
031-1958,Best Actress in a Leading Role,NA,Some Came Running,tt0052218,Shirley MacLaine,nm0000511,Performance
031-1958,Best Actor in a Leading Role,Winner,Separate Tables,tt0052182,David Niven,nm0000057,Performance
031-1958,Best Actor in a Leading Role,NA,Cat on a Hot Tin Roof,tt0051459,Paul Newman,nm0000056,Performance
031-1958,Best Actor in a Leading Role,NA,The Defiant Ones,tt0051525,Sidney Poitier,nm0001627,Performance
031-1958,Best Actor in a Leading Role,NA,The Defiant Ones,tt0051525,Tony Curtis,nm0000348,Performance
031-1958,Best Actor in a Leading Role,NA,The Old Man and the Sea,tt0052027,Spencer Tracy,nm0000075,Performance
031-1958,Best Actress in a Supporting Role,Winner,Separate Tables,tt0052182,Wendy Hiller,nm0384908,Performance
031-1958,Best Actress in a Supporting Role,NA,Auntie Mame,tt0051383,Peggy Cass,nm0143918,Performance
031-1958,Best Actress in a Supporting Role,NA,Lonelyhearts,tt0053017,Maureen Stapleton,nm0822972,Performance
031-1958,Best Actress in a Supporting Role,NA,Some Came Running,tt0052218,Martha Hyer,nm0405054,Performance
031-1958,Best Actress in a Supporting Role,NA,The Defiant Ones,tt0051525,Cara Williams,nm0930209,Performance
031-1958,Best Actor in a Supporting Role,Winner,The Big Country,tt0051411,Burl Ives,nm0412322,Performance
031-1958,Best Actor in a Supporting Role,NA,Some Came Running,tt0052218,Arthur Kennedy,nm0447913,Performance
031-1958,Best Actor in a Supporting Role,NA,Teacher's Pet,tt0052278,Gig Young,nm0949574,Performance
031-1958,Best Actor in a Supporting Role,NA,The Brothers Karamazov,tt0051435,Lee J. Cobb,nm0002011,Performance
031-1958,Best Actor in a Supporting Role,NA,The Defiant Ones,tt0051525,Theodore Bikel,nm0000942,Performance
031-1958,"Best Cinematography, Black-and-White",Winner,The Defiant Ones,tt0051525,Sam Leavitt,nm0495402,Visual Style
031-1958,"Best Cinematography, Black-and-White",NA,Desire Under the Elms,tt0051534,Daniel L. Fapp,nm0005701,Visual Style
031-1958,"Best Cinematography, Black-and-White",NA,I Want to Live!,tt0051758,Lionel Lindon,nm0512068,Visual Style
031-1958,"Best Cinematography, Black-and-White",NA,Separate Tables,tt0052182,Charles Lang,nm0485702,Visual Style
031-1958,"Best Cinematography, Black-and-White",NA,The Young Lions,tt0052415,Joseph MacDonald,nm0531796,Visual Style
031-1958,"Best Cinematography, Color",Winner,Gigi,tt0051658,Joseph Ruttenberg,nm0005853,Visual Style
031-1958,"Best Cinematography, Color",NA,Auntie Mame,tt0051383,Harry Stradling Sr.,nm0005889,Visual Style
031-1958,"Best Cinematography, Color",NA,Cat on a Hot Tin Roof,tt0051459,William H. Daniels,nm0200125,Visual Style
031-1958,"Best Cinematography, Color",NA,South Pacific,tt0052225,Leon Shamroy,nm0005872,Visual Style
031-1958,"Best Cinematography, Color",NA,The Old Man and the Sea,tt0052027,James Wong Howe,nm0002146,Visual Style
031-1958,"Best Art Direction-Set Decoration, Black-and-White or Color",Winner,Gigi,tt0051658,E. Preston Ames,nm0024694,Visual Style
031-1958,"Best Art Direction-Set Decoration, Black-and-White or Color",Winner,Gigi,tt0051658,F. Keogh Gleason,nm0322294,Visual Style
031-1958,"Best Art Direction-Set Decoration, Black-and-White or Color",Winner,Gigi,tt0051658,Henry Grace,nm0333352,Visual Style
031-1958,"Best Art Direction-Set Decoration, Black-and-White or Color",Winner,Gigi,tt0051658,William A. Horning,nm0395178,Visual Style
031-1958,"Best Art Direction-Set Decoration, Black-and-White or Color",NA,A Certain Smile,tt0051466,John DeCuir,nm0214043,Visual Style
031-1958,"Best Art Direction-Set Decoration, Black-and-White or Color",NA,A Certain Smile,tt0051466,Lyle R. Wheeler,nm0923907,Visual Style
031-1958,"Best Art Direction-Set Decoration, Black-and-White or Color",NA,A Certain Smile,tt0051466,Paul S. Fox,nm0289189,Visual Style
031-1958,"Best Art Direction-Set Decoration, Black-and-White or Color",NA,A Certain Smile,tt0051466,Walter M. Scott,nm0779898,Visual Style
031-1958,"Best Art Direction-Set Decoration, Black-and-White or Color",NA,Auntie Mame,tt0051383,George James Hopkins,nm0394166,Visual Style
031-1958,"Best Art Direction-Set Decoration, Black-and-White or Color",NA,Auntie Mame,tt0051383,Malcolm C. Bert,nm0077798,Visual Style
031-1958,"Best Art Direction-Set Decoration, Black-and-White or Color",NA,Bell Book and Candle,tt0051406,Cary Odell,nm0643970,Visual Style
031-1958,"Best Art Direction-Set Decoration, Black-and-White or Color",NA,Bell Book and Candle,tt0051406,Louis Diage,nm0224448,Visual Style
031-1958,"Best Art Direction-Set Decoration, Black-and-White or Color",NA,Vertigo,tt0052357,Frank R. McKelvy,nm0571305,Visual Style
031-1958,"Best Art Direction-Set Decoration, Black-and-White or Color",NA,Vertigo,tt0052357,Hal Pereira,nm0673134,Visual Style
031-1958,"Best Art Direction-Set Decoration, Black-and-White or Color",NA,Vertigo,tt0052357,Henry Bumstead,nm0120317,Visual Style
031-1958,"Best Art Direction-Set Decoration, Black-and-White or Color",NA,Vertigo,tt0052357,Sam Comer,nm0173754,Visual Style
031-1958,"Best Costume Design, Black-and-White or Color",Winner,Gigi,tt0051658,Cecil Beaton,nm0064100,Visual Style
031-1958,"Best Costume Design, Black-and-White or Color",NA,A Certain Smile,tt0051466,Charles Le Maire,nm0494406,Visual Style
031-1958,"Best Costume Design, Black-and-White or Color",NA,A Certain Smile,tt0051466,Mary Wills,nm0932683,Visual Style
031-1958,"Best Costume Design, Black-and-White or Color",NA,Bell Book and Candle,tt0051406,Jean Louis,nm0521872,Visual Style
031-1958,"Best Costume Design, Black-and-White or Color",NA,Some Came Running,tt0052218,Walter Plunkett,nm0687703,Visual Style
031-1958,"Best Costume Design, Black-and-White or Color",NA,The Buccaneer,tt0051436,Edith Head,nm0372128,Visual Style
031-1958,"Best Costume Design, Black-and-White or Color",NA,The Buccaneer,tt0051436,John Jensen,nm0421522,Visual Style
031-1958,"Best Costume Design, Black-and-White or Color",NA,The Buccaneer,tt0051436,Ralph Jester,nm0422286,Visual Style
