"AwardCategory","AwardWinner","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","AwardType","Your.Rating","IMDb.Rating","Num.Votes"
"Best Actress in a Leading Role",NA,"66-1994","tt0107943","The Remains of the Day","nm0000668","Emma Thompson",NA,NA,"Performance",9,7.8,83421
"Best Actress in a Leading Role",NA,"66-1994","tt0108149","Six Degrees of Separation","nm0000330","Stockard Channing",NA,NA,"Performance",NA,6.8,22397
"Best Actress in a Supporting Role","Winner","66-1994","tt0107822","The Piano","nm0001593","Anna Paquin",NA,NA,"Performance",8,7.5,94481
"Best Actress in a Supporting Role",NA,"66-1994","tt0107207","In the Name of the Father","nm0000668","Emma Thompson",NA,NA,"Performance",10,8.1,185691
"Best Actress in a Supporting Role",NA,"66-1994","tt0106918","The Firm","nm0000456","Holly Hunter",NA,NA,"Performance",NA,6.9,146578
"Best Actress in a Supporting Role",NA,"66-1994","tt0106881","Fearless","nm0001609","Rosie Perez",NA,NA,"Performance",NA,7.1,24379
"Best Actress in a Supporting Role",NA,"66-1994","tt0106226","The Age of Innocence","nm0000213","Winona Ryder",NA,NA,"Performance",NA,7.2,67005
"Best Art Direction-Set Decoration","Winner","66-1994","tt0108052","Schindler's List","nm0823649","Allan Starski",NA,NA,"Visual Style",8,9,1436585
"Best Art Direction-Set Decoration","Winner","66-1994","tt0108052","Schindler's List","nm0105754","Ewa Braun",NA,NA,"Visual Style",8,9,1436585
"Best Art Direction-Set Decoration",NA,"66-1994","tt0106220","Addams Family Values","nm0010553","Ken Adam",NA,NA,"Visual Style",6,6.8,108589
"Best Art Direction-Set Decoration",NA,"66-1994","tt0106220","Addams Family Values","nm0545322","Marvin March",NA,NA,"Visual Style",6,6.8,108589
"Best Art Direction-Set Decoration",NA,"66-1994","tt0107756","Orlando","nm0651470","Ben van Os",NA,NA,"Visual Style",NA,7.1,18509
"Best Art Direction-Set Decoration",NA,"66-1994","tt0107756","Orlando","nm0736360","Jan Roelfs",NA,NA,"Visual Style",NA,7.1,18509
"Best Art Direction-Set Decoration",NA,"66-1994","tt0106226","The Age of Innocence","nm0274721","Dante Ferretti",NA,NA,"Visual Style",NA,7.2,67005
"Best Art Direction-Set Decoration",NA,"66-1994","tt0106226","The Age of Innocence","nm0290634","Robert J. Franco",NA,NA,"Visual Style",NA,7.2,67005
"Best Art Direction-Set Decoration",NA,"66-1994","tt0107943","The Remains of the Day","nm0002186","Luciana Arrighi",NA,NA,"Visual Style",9,7.8,83421
"Best Art Direction-Set Decoration",NA,"66-1994","tt0107943","The Remains of the Day","nm0926434","Ian Whittaker",NA,NA,"Visual Style",9,7.8,83421
"Best Cinematography","Winner","66-1994","tt0108052","Schindler's List","nm0001405","Janusz Kaminski",NA,NA,"Visual Style",8,9,1436585
"Best Cinematography",NA,"66-1994","tt0106332","Farewell My Concubine","nm0345146","Changwei Gu",NA,NA,"Visual Style",NA,8.1,32647
"Best Cinematography",NA,"66-1994","tt0108065","Searching for Bobby Fischer","nm0005734","Conrad L. Hall",NA,NA,"Visual Style",6,7.4,42173
"Best Cinematography",NA,"66-1994","tt0106977","The Fugitive","nm0152469","Michael Chapman",NA,NA,"Visual Style",7,7.8,315722
"Best Cinematography",NA,"66-1994","tt0107822","The Piano","nm0238698","Stuart Dryburgh",NA,NA,"Visual Style",8,7.5,94481
"Best Costume Design","Winner","66-1994","tt0106226","The Age of Innocence","nm0675951","Gabriella Pescucci",NA,NA,"Visual Style",NA,7.2,67005
"Best Costume Design",NA,"66-1994","tt0107756","Orlando","nm0694309","Sandy Powell",NA,NA,"Visual Style",NA,7.1,18509
"Best Costume Design",NA,"66-1994","tt0108052","Schindler's List","nm0081318","Anna B. Sheppard",NA,NA,"Visual Style",8,9,1436585
"Best Costume Design",NA,"66-1994","tt0107822","The Piano","nm0666253","Janet Patterson",NA,NA,"Visual Style",8,7.5,94481
"Best Costume Design",NA,"66-1994","tt0107943","The Remains of the Day","nm0064746","Jenny Beavan",NA,NA,"Visual Style",9,7.8,83421
"Best Costume Design",NA,"66-1994","tt0107943","The Remains of the Day","nm0109149","John Bright",NA,NA,"Visual Style",9,7.8,83421
"Best Director","Winner","66-1994","tt0108052","Schindler's List","nm0000229","Steven Spielberg",NA,NA,"Director",8,9,1436585
"Best Director",NA,"66-1994","tt0107943","The Remains of the Day","nm0412465","James Ivory",NA,NA,"Director",9,7.8,83421
"Best Director",NA,"66-1994","tt0107822","The Piano","nm0001005","Jane Campion",NA,NA,"Director",8,7.5,94481
"Best Director",NA,"66-1994","tt0107207","In the Name of the Father","nm0006487","Jim Sheridan",NA,NA,"Director",10,8.1,185691
"Best Director",NA,"66-1994","tt0108122","Short Cuts","nm0000265","Robert Altman",NA,NA,"Director",8,7.6,47147
"Best Documentary, Features","Winner","66-1994","tt0107177","I Am a Promise: The Children of Stanton Elementary School","nm0713371","Susan Raymond",NA,NA,"Documentary",NA,7.1,226
"Best Documentary, Features","Winner","66-1994","tt0107177","I Am a Promise: The Children of Stanton Elementary School","nm0713203","Alan Raymond",NA,NA,"Documentary",NA,7.1,226
"Best Documentary, Features",NA,"66-1994","tt0106556","Children of Fate: Life and Death in a Sicilian Family","nm0865295","Susan Todd",NA,NA,"Documentary",NA,6.8,51
"Best Documentary, Features",NA,"66-1994","tt0106556","Children of Fate: Life and Death in a Sicilian Family","nm0949255","Andrew Young",NA,NA,"Documentary",NA,6.8,51
"Best Documentary, Features",NA,"66-1994","tt0106939","For Better or for Worse","nm0171891","David Collier",NA,NA,"Documentary",NA,7.1,38
"Best Documentary, Features",NA,"66-1994","tt0106939","For Better or for Worse","nm0859889","Betsy Thompson",NA,NA,"Documentary",NA,7.1,38
"Best Documentary, Features",NA,"66-1994","tt0106485","The Broadcast Tapes of Dr. Peter","nm0660431","David Paperny",NA,NA,"Documentary",NA,7.3,52
"Best Documentary, Features",NA,"66-1994","tt0106485","The Broadcast Tapes of Dr. Peter","nm0320092","Arthur Ginsberg",NA,NA,"Documentary",NA,7.3,52
"Best Documentary, Features",NA,"66-1994","tt0108515","The War Room","nm0672060","D.A. Pennebaker",NA,NA,"Documentary",NA,7.4,4409
"Best Documentary, Features",NA,"66-1994","tt0108515","The War Room","nm0373698","Chris Hegedus",NA,NA,"Documentary",NA,7.4,4409
"Best Documentary, Short Subjects","Winner","66-1994","tt0106694","Defending Our Lives","nm0493822","Margaret Lazarus",NA,NA,"Short",NA,7,77
"Best Documentary, Short Subjects","Winner","66-1994","tt0106694","Defending Our Lives","nm0943337","Renner Wunderlich",NA,NA,"Short",NA,7,77
"Best Documentary, Short Subjects",NA,"66-1994","tt0106431","Blood Ties: The Life and Work of Sally Mann","nm0134682","Steven Cantor",NA,NA,"Short",NA,7.6,166
"Best Documentary, Short Subjects",NA,"66-1994","tt0106431","Blood Ties: The Life and Work of Sally Mann","nm0819033","Peter Spirer",NA,NA,"Short",NA,7.6,166
"Best Documentary, Short Subjects",NA,"66-1994","tt0106555","Chicks in White Satin","nm0391097","Elaine Holliman",NA,NA,"Short",7,6.8,53
"Best Documentary, Short Subjects",NA,"66-1994","tt0106555","Chicks in White Satin","nm0773873","Jason Schneider",NA,NA,"Short",7,6.8,53
"Best Effects, Sound Effects Editing","Winner","66-1994","tt0107290","Jurassic Park","nm0003977","Gary Rydstrom",NA,NA,"Effects",9,8.2,1056818
"Best Effects, Sound Effects Editing","Winner","66-1994","tt0107290","Jurassic Park","nm0405232","Richard Hymns",NA,NA,"Effects",9,8.2,1056818
"Best Effects, Sound Effects Editing",NA,"66-1994","tt0106582","Cliffhanger","nm0823758","Wylie Stateman",NA,NA,"Effects",NA,6.5,139023
"Best Effects, Sound Effects Editing",NA,"66-1994","tt0106582","Cliffhanger","nm0062741","Gregg Baxter",NA,NA,"Effects",NA,6.5,139023
"Best Effects, Sound Effects Editing",NA,"66-1994","tt0106977","The Fugitive","nm0505311","John Leveque",NA,NA,"Effects",7,7.8,315722
"Best Effects, Sound Effects Editing",NA,"66-1994","tt0106977","The Fugitive","nm0821801","Bruce Stambler",NA,NA,"Effects",7,7.8,315722
"Best Effects, Visual Effects","Winner","66-1994","tt0107290","Jurassic Park","nm0613830","Dennis Muren",NA,NA,"Effects",9,8.2,1056818
"Best Effects, Visual Effects","Winner","66-1994","tt0107290","Jurassic Park","nm0935644","Stan Winston",NA,NA,"Effects",9,8.2,1056818
"Best Effects, Visual Effects","Winner","66-1994","tt0107290","Jurassic Park","nm0864138","Phil Tippett",NA,NA,"Effects",9,8.2,1056818
"Best Effects, Visual Effects","Winner","66-1994","tt0107290","Jurassic Park","nm0487177","Michael Lantieri",NA,NA,"Effects",9,8.2,1056818
"Best Effects, Visual Effects",NA,"66-1994","tt0106582","Cliffhanger","nm0470878","Neil Krepela",NA,NA,"Effects",NA,6.5,139023
"Best Effects, Visual Effects",NA,"66-1994","tt0106582","Cliffhanger","nm0724624","John Richardson",NA,NA,"Effects",NA,6.5,139023
"Best Effects, Visual Effects",NA,"66-1994","tt0106582","Cliffhanger","nm0116497","John Bruno",NA,NA,"Effects",NA,6.5,139023
"Best Effects, Visual Effects",NA,"66-1994","tt0106582","Cliffhanger","nm0247476","Pamela Easley",NA,NA,"Effects",NA,6.5,139023
"Best Effects, Visual Effects",NA,"66-1994","tt0107688","The Nightmare Before Christmas","nm0468757","Pete Kozachik",NA,NA,"Effects",8,7.9,372831
"Best Effects, Visual Effects",NA,"66-1994","tt0107688","The Nightmare Before Christmas","nm0500343","Eric Leighton",NA,NA,"Effects",8,7.9,372831
"Best Effects, Visual Effects",NA,"66-1994","tt0107688","The Nightmare Before Christmas","nm0892333","Ariel Velasco-Shaw",NA,NA,"Effects",8,7.9,372831
"Best Effects, Visual Effects",NA,"66-1994","tt0107688","The Nightmare Before Christmas","nm0048490","Gordon Baker",NA,NA,"Effects",8,7.9,372831
"Best Film Editing","Winner","66-1994","tt0108052","Schindler's List","nm0434883","Michael Kahn",NA,NA,"Effects",8,9,1436585
"Best Film Editing",NA,"66-1994","tt0107206","In the Line of Fire","nm0167613","Anne V. Coates",NA,NA,"Effects",NA,7.2,112799
"Best Film Editing",NA,"66-1994","tt0107207","In the Name of the Father","nm0357421","Gerry Hambling",NA,NA,"Effects",10,8.1,185691
"Best Film Editing",NA,"66-1994","tt0106977","The Fugitive","nm0899398","Dennis Virkler",NA,NA,"Effects",7,7.8,315722
"Best Film Editing",NA,"66-1994","tt0106977","The Fugitive","nm0277722","David Finfer",NA,NA,"Effects",7,7.8,315722
"Best Film Editing",NA,"66-1994","tt0106977","The Fugitive","nm0328923","Dean Goodhill",NA,NA,"Effects",7,7.8,315722
"Best Film Editing",NA,"66-1994","tt0106977","The Fugitive","nm0110519","Don Brochu",NA,NA,"Effects",7,7.8,315722
"Best Film Editing",NA,"66-1994","tt0106977","The Fugitive","nm0621301","Richard Nord",NA,NA,"Effects",7,7.8,315722
"Best Film Editing",NA,"66-1994","tt0106977","The Fugitive","nm0388516","Dov Hoenig",NA,NA,"Effects",7,7.8,315722
"Best Film Editing",NA,"66-1994","tt0107822","The Piano","nm0353074","Veronika Jenet",NA,NA,"Effects",8,7.5,94481
"Best Foreign Language Film","Winner","66-1994","tt0103791","Belle Epoque",NA,NA,NA,NA,"International",NA,7.1,11301
"Best Foreign Language Film",NA,"66-1994","tt0106332","Farewell My Concubine",NA,NA,NA,NA,"International",NA,8.1,32647
"Best Foreign Language Film",NA,"66-1994","tt0104403","Hedd Wyn",NA,NA,NA,NA,"International",NA,7.1,448
"Best Foreign Language Film",NA,"66-1994","tt0107617","The Scent of Green Papaya",NA,NA,NA,NA,"International",NA,7.3,9834
"Best Foreign Language Film",NA,"66-1994","tt0107156","The Wedding Banquet",NA,NA,NA,NA,"International",NA,7.6,16986
"Best Makeup","Winner","66-1994","tt0107614","Mrs. Doubtfire","nm0134148","Greg Cannom",NA,NA,"Visual Style",6,7.1,288493
"Best Makeup","Winner","66-1994","tt0107614","Mrs. Doubtfire","nm0624763","Ve Neill",NA,NA,"Visual Style",6,7.1,288493
"Best Makeup","Winner","66-1994","tt0107614","Mrs. Doubtfire","nm0869758","Yolanda Toussieng",NA,NA,"Visual Style",6,7.1,288493
"Best Makeup",NA,"66-1994","tt0107818","Philadelphia","nm0298379","Carl Fullerton",NA,NA,"Visual Style",7,7.7,256361
"Best Makeup",NA,"66-1994","tt0107818","Philadelphia","nm0195310","Alan D'Angerio",NA,NA,"Visual Style",7,7.7,256361
"Best Makeup",NA,"66-1994","tt0108052","Schindler's List","nm0807702","Christina Smith",NA,NA,"Visual Style",8,9,1436585
"Best Makeup",NA,"66-1994","tt0108052","Schindler's List","nm0612817","Matthew W. Mungle",NA,NA,"Visual Style",8,9,1436585
"Best Makeup",NA,"66-1994","tt0108052","Schindler's List","nm0181677","Judith A. Cory",NA,NA,"Visual Style",8,9,1436585
"Best Music, Original Score","Winner","66-1994","tt0108052","Schindler's List","nm0002354","John Williams",NA,NA,"Music",8,9,1436585
"Best Music, Original Score",NA,"66-1994","tt0106226","The Age of Innocence","nm0000930","Elmer Bernstein",NA,NA,"Music",NA,7.2,67005
"Best Music, Original Score",NA,"66-1994","tt0106918","The Firm","nm0006115","Dave Grusin",NA,NA,"Music",NA,6.9,146578
"Best Music, Original Score",NA,"66-1994","tt0106977","The Fugitive","nm0006133","James Newton Howard",NA,NA,"Music",7,7.8,315722
"Best Music, Original Score",NA,"66-1994","tt0107943","The Remains of the Day","nm0006442","Richard Robbins",NA,NA,"Music",9,7.8,83421
"Best Music, Original Song","Winner","66-1994","tt0107818","Philadelphia","nm0819803","Bruce Springsteen",NA,NA,"Music",7,7.7,256361
"Best Music, Original Song",NA,"66-1994","tt0106375","Beethoven's 2nd","nm0004728","Carole Bayer Sager",NA,NA,"Music",3,4.9,29549
"Best Music, Original Song",NA,"66-1994","tt0106375","Beethoven's 2nd","nm0408986","James Ingram",NA,NA,"Music",3,4.9,29549
"Best Music, Original Song",NA,"66-1994","tt0106375","Beethoven's 2nd","nm0536221","Clif Magness",NA,NA,"Music",3,4.9,29549
"Best Music, Original Song",NA,"66-1994","tt0107818","Philadelphia","nm0949918","Neil Young",NA,NA,"Music",7,7.7,256361
"Best Music, Original Song",NA,"66-1994","tt0107840","Poetic Justice","nm0001390","Janet Jackson",NA,NA,"Music",NA,6.1,16456
"Best Music, Original Song",NA,"66-1994","tt0107840","Poetic Justice","nm0005047","Jimmy Jam",NA,NA,"Music",NA,6.1,16456
"Best Music, Original Song",NA,"66-1994","tt0107840","Poetic Justice","nm0507805","Terry Lewis",NA,NA,"Music",NA,6.1,16456
"Best Music, Original Song",NA,"66-1994","tt0108160","Sleepless in Seattle","nm0003299","Marc Shaiman",NA,NA,"Music",5,6.8,189437
"Best Music, Original Song",NA,"66-1994","tt0108160","Sleepless in Seattle","nm0572634","Ramsay McLean",NA,NA,"Music",5,6.8,189437
"Best Picture","Winner","66-1994","tt0108052","Schindler's List","nm0000229","Steven Spielberg",NA,NA,"Picture",8,9,1436585
"Best Picture","Winner","66-1994","tt0108052","Schindler's List","nm0596520","Gerald R. Molen",NA,NA,"Picture",8,9,1436585
"Best Picture","Winner","66-1994","tt0108052","Schindler's List","nm0527322","Branko Lustig",NA,NA,"Picture",8,9,1436585
"Best Picture",NA,"66-1994","tt0107207","In the Name of the Father","nm0006487","Jim Sheridan",NA,NA,"Picture",10,8.1,185691
"Best Picture",NA,"66-1994","tt0106977","The Fugitive","nm0465745","Arnold Kopelson",NA,NA,"Picture",7,7.8,315722
"Best Picture",NA,"66-1994","tt0107822","The Piano","nm0152396","Jan Chapman",NA,NA,"Picture",8,7.5,94481
"Best Picture",NA,"66-1994","tt0107943","The Remains of the Day","nm0001566","Mike Nichols",NA,NA,"Picture",9,7.8,83421
"Best Picture",NA,"66-1994","tt0107943","The Remains of the Day","nm0130492","John Calley",NA,NA,"Picture",9,7.8,83421
"Best Picture",NA,"66-1994","tt0107943","The Remains of the Day","nm0580337","Ismail Merchant",NA,NA,"Picture",9,7.8,83421
"Best Short Film, Animated","Winner","66-1994","tt0108598","Wallace & Gromit: The Wrong Trousers","nm0661910","Nick Park",NA,NA,"Short",9,8.3,57052
"Best Short Film, Animated",NA,"66-1994","tt0106428","Blindscape","nm0658453","Stephen Palmer",NA,NA,"Short",5,6.2,91
"Best Short Film, Animated",NA,"66-1994","tt0108165","Small Talk","nm0323962","Bob Godfrey",NA,NA,"Short",4,5.7,118
"Best Short Film, Animated",NA,"66-1994","tt0108165","Small Talk","nm0049950","Kevin Baldwin",NA,NA,"Short",4,5.7,118
"Best Short Film, Animated",NA,"66-1994","tt0107574","The Mighty River","nm0045610","Frédéric Back",NA,NA,"Short",NA,7.9,527
"Best Short Film, Animated",NA,"66-1994","tt0107574","The Mighty River","nm0864361","Hubert Tison",NA,NA,"Short",NA,7.9,527
"Best Short Film, Animated",NA,"66-1994","tt0108494","The Village","nm0048735","Mark Baker",NA,NA,"Short",NA,7.5,479
"Best Short Film, Live Action","Winner","66-1994","tt0108056","Black Rider","nm0200500","Pepe Danquart",NA,NA,"Short",7,7.6,1886
"Best Short Film, Live Action",NA,"66-1994","tt0106766","Down on the Waterfront","nm0864468","Stacy Title",NA,NA,"Short",NA,7.8,53
"Best Short Film, Live Action",NA,"66-1994","tt0106766","Down on the Waterfront","nm0672103","Jonathan Penner",NA,NA,"Short",NA,7.8,53
"Best Short Film, Live Action",NA,"66-1994","tt0110781","Partners","nm0000693","Peter Weller",NA,NA,"Short",NA,5.6,77
"Best Short Film, Live Action",NA,"66-1994","tt0110781","Partners","nm0578604","Jana Sue Memel",NA,NA,"Short",NA,5.6,77
"Best Short Film, Live Action",NA,"66-1994","tt0112917","The Dutch Master","nm0782384","Susan Seidelman",NA,NA,"Short",NA,5.4,258
"Best Short Film, Live Action",NA,"66-1994","tt0112917","The Dutch Master","nm0107954","Jonathan Brett",NA,NA,"Short",NA,5.4,258
"Best Short Film, Live Action",NA,"66-1994","tt0108498","The Screw","nm0280955","Didier Flamand",NA,NA,"Short",NA,7.4,153
"Best Sound","Winner","66-1994","tt0107290","Jurassic Park","nm0838707","Gary Summers",NA,NA,"Effects",9,8.2,1056818
"Best Sound","Winner","66-1994","tt0107290","Jurassic Park","nm0003977","Gary Rydstrom",NA,NA,"Effects",9,8.2,1056818
"Best Sound","Winner","66-1994","tt0107290","Jurassic Park","nm0004156","Shawn Murphy",NA,NA,"Effects",9,8.2,1056818
"Best Sound","Winner","66-1994","tt0107290","Jurassic Park","nm0431954","Ron Judkins",NA,NA,"Effects",9,8.2,1056818
"Best Sound",NA,"66-1994","tt0106582","Cliffhanger","nm0591444","Michael Minkler",NA,NA,"Effects",NA,6.5,139023
"Best Sound",NA,"66-1994","tt0106582","Cliffhanger","nm0066446","Bob Beemer",NA,NA,"Effects",NA,6.5,139023
"Best Sound",NA,"66-1994","tt0106582","Cliffhanger","nm0177784","Tim Cooney",NA,NA,"Effects",NA,6.5,139023
"Best Sound",NA,"66-1994","tt0107004","Geronimo: An American Legend","nm0139303","Chris Carpenter",NA,NA,"Effects",NA,6.5,13336
"Best Sound",NA,"66-1994","tt0107004","Geronimo: An American Legend","nm0376153","Doug Hemphill",NA,NA,"Effects",NA,6.5,13336
"Best Sound",NA,"66-1994","tt0107004","Geronimo: An American Legend","nm0072904","Bill W. Benton",NA,NA,"Effects",NA,6.5,13336
"Best Sound",NA,"66-1994","tt0107004","Geronimo: An American Legend","nm0650090","Lee Orloff",NA,NA,"Effects",NA,6.5,13336
"Best Sound",NA,"66-1994","tt0108052","Schindler's List","nm0431954","Ron Judkins",NA,NA,"Effects",8,9,1436585
"Best Sound",NA,"66-1994","tt0108052","Schindler's List","nm0625144","Andy Nelson",NA,NA,"Effects",8,9,1436585
"Best Sound",NA,"66-1994","tt0108052","Schindler's List","nm0670007","Steve Pederson",NA,NA,"Effects",8,9,1436585
"Best Sound",NA,"66-1994","tt0108052","Schindler's List","nm0586793","Scott Millan",NA,NA,"Effects",8,9,1436585
"Best Sound",NA,"66-1994","tt0106977","The Fugitive","nm0593290","Donald O. Mitchell",NA,NA,"Effects",7,7.8,315722
"Best Sound",NA,"66-1994","tt0106977","The Fugitive","nm0378655","Michael Herbick",NA,NA,"Effects",7,7.8,315722
"Best Sound",NA,"66-1994","tt0106977","The Fugitive","nm0599057","Frank A. Montaño",NA,NA,"Effects",7,7.8,315722
